amount,velocity,location_risk,device_change,fraud
40571,10,0,1,0
9655,12,1,0,0
28767,2,0,0,0
46934,13,1,0,1
9315,20,1,0,0
40557,3,1,0,0
20793,14,1,1,1
38791,1,1,1,0
39711,9,0,0,0
7617,7,1,0,0
39384,11,0,0,1
35708,16,1,1,1
20408,16,1,0,1
32888,4,0,0,0
2105,20,1,1,0
7446,5,0,0,0
47711,18,1,1,1
38599,8,1,1,0
9791,10,1,1,0
41401,1,0,1,0
12321,11,0,1,0
29030,10,1,1,0
45268,18,1,1,1
11049,6,1,1,0
41833,19,0,1,1
9724,6,0,1,0
44986,10,1,1,0
12296,14,1,0,0
29980,15,1,1,1
30784,3,0,1,0
2723,6,1,0,0
8533,5,1,1,0
45331,4,1,1,0
16046,1,1,0,0
14061,4,1,1,0
26023,16,0,0,1
12682,16,0,0,0
18761,1,0,1,0
18988,4,0,0,0
23528,6,0,1,0
17927,11,0,0,0
8105,10,0,1,0
21366,4,1,1,0
8422,8,0,0,0
31469,10,0,1,0
35971,5,1,1,0
24469,5,1,0,0
31919,7,0,0,0
27221,17,1,0,1
24103,7,1,0,0
28120,11,1,0,1
13817,8,1,0,0
36058,9,0,0,0
41630,8,0,1,0
45414,14,0,1,1
28922,12,0,1,1
47524,15,0,1,1
13457,12,1,0,0
45518,1,1,1,0
7873,20,0,1,0
3503,15,0,0,0
33323,8,0,0,0
36880,4,1,0,0
3354,20,1,0,0
35923,11,1,1,1
36969,18,0,0,1
26020,11,1,0,1
9703,2,1,0,0
5105,11,1,1,0
43539,10,0,1,0
23704,20,1,1,1
27327,1,1,1,0
20590,9,1,1,0
12103,17,0,1,0
31237,20,0,1,1
6620,17,1,1,0
15271,17,1,1,0
45635,5,1,1,0
3096,14,1,1,0
49409,9,0,1,0
13994,13,0,1,0
14000,11,0,0,0
21920,18,0,1,1
20251,3,0,1,0
433,4,0,1,0
21251,2,0,0,0
20960,5,1,1,0
316,16,0,1,0
15242,5,0,1,0
9844,8,0,1,0
14945,1,0,1,0
48293,16,1,1,1
2334,15,0,1,0
1037,2,0,0,0
14912,16,1,1,0
7718,18,1,0,0
31670,15,0,0,1
47476,1,0,0,0
9084,14,0,1,0
21532,8,0,1,0
40538,11,1,1,1
47972,7,1,1,0
34239,4,1,0,0
23959,16,1,1,1
13842,5,1,1,0
28427,8,0,1,0
13422,17,1,0,0
9778,16,0,0,0
1905,6,1,1,0
8308,3,1,0,0
3350,17,1,0,0
37372,15,0,0,1
34123,5,1,0,0
29269,2,0,0,0
28488,5,0,1,0
23421,3,0,0,0
45404,13,0,0,1
31700,2,1,0,0
2283,13,0,1,0
29896,8,1,0,0
3254,13,0,1,0
16081,3,0,1,0
49700,6,0,0,0
17868,19,0,0,0
42291,12,1,0,1
15398,17,0,0,0
38413,7,0,1,0
41910,11,0,0,1
23844,4,1,1,0
48169,10,0,0,0
35565,4,0,1,0
28281,16,0,1,1
26808,10,1,0,0
37043,10,1,0,0
1890,17,0,0,0
38157,19,1,1,1
48792,8,0,1,0
31455,1,1,0,0
46537,1,0,1,0
26093,11,0,1,1
17805,12,1,1,0
48575,4,0,0,0
8284,6,0,1,0
43585,18,1,0,1
17361,16,0,0,0
2099,13,0,1,0
20149,10,0,1,0
4631,16,1,0,0
20062,10,0,1,0
321,5,1,1,0
38106,11,0,1,1
37129,17,0,0,1
44808,5,0,1,0
31082,9,0,1,0
8341,1,0,1,0
39260,11,0,0,1
46442,8,0,1,0
22425,9,0,0,0
36585,18,1,0,1
40879,10,0,0,0
23608,1,0,1,0
41092,4,1,0,0
28225,11,0,1,1
35394,8,0,1,0
49865,19,0,0,1
4944,12,0,1,0
29990,9,1,0,0
218,3,1,1,0
8036,17,0,1,0
49361,1,0,0,0
49820,18,0,1,1
35257,3,1,0,0
11637,12,0,0,0
24502,10,1,0,0
26769,11,1,1,1
112,5,1,1,0
47695,7,0,1,0
9491,17,1,0,0
15800,14,1,0,0
39701,5,0,0,0
12545,12,1,1,0
28409,17,1,1,1
212,2,1,0,0
36438,9,0,0,0
21714,3,0,0,0
17403,13,1,0,0
28458,15,1,0,1
49706,4,1,1,0
43046,7,0,0,0
1490,5,0,0,0
24275,7,1,1,0
14185,10,0,1,0
42084,7,1,0,0
19526,14,1,1,0
15713,14,0,0,0
35748,9,1,0,0
48082,7,1,1,0
15938,1,1,1,0
43543,5,1,1,0
49022,3,0,0,0
9072,6,1,0,0
18775,2,0,0,0
48711,6,0,1,0
41978,15,1,1,1
13856,1,0,1,0
33320,19,1,1,1
9425,19,1,0,0
8237,9,0,0,0
49225,4,0,1,0
17078,17,1,1,0
2647,6,0,0,0
6515,7,1,1,0
13646,19,1,1,0
48057,7,0,0,0
22894,2,1,1,0
31382,10,1,1,0
14782,1,1,0,0
41799,11,1,1,1
13684,6,0,1,0
35524,18,0,1,1
6551,6,0,0,0
3233,12,1,0,0
15373,6,1,0,0
23462,6,0,1,0
36771,17,1,0,1
13875,3,1,1,0
20235,6,0,0,0
46983,3,0,0,0
13790,10,0,0,0
14655,7,1,1,0
26485,9,0,0,0
28142,14,1,1,1
6003,19,0,1,0
10932,1,0,1,0
26662,14,0,1,1
15542,3,0,1,0
4292,16,0,1,0
19232,10,0,0,0
19214,12,0,1,0
34485,7,1,0,0
16523,3,1,1,0
26922,19,0,0,1
24940,8,0,1,0
4970,4,0,1,0
12308,20,1,1,0
1294,11,0,0,0
12382,17,1,0,0
17807,12,1,0,0
45947,11,1,0,1
41971,16,0,0,1
32006,12,0,1,1
7614,14,1,1,0
15636,9,1,1,0
30230,1,1,0,0
18452,2,0,0,0
37803,13,0,1,1
13423,9,0,1,0
46148,16,0,1,1
18970,20,1,1,0
35770,6,1,0,0
44081,9,1,1,0
28205,15,1,0,1
718,16,1,1,0
27657,3,0,1,0
17402,15,0,1,0
13774,18,1,0,0
17347,14,1,1,0
23440,16,0,1,1
32138,19,1,0,1
14896,8,0,0,0
48615,8,1,0,0
35073,20,0,1,1
31633,1,0,1,0
830,6,1,1,0
47409,13,1,0,1
17338,4,1,0,0
12152,15,1,0,0
9699,9,1,1,0
41128,13,0,1,1
19960,17,0,1,0
32712,17,1,0,1
38090,20,1,1,1
11899,7,0,0,0
16460,11,0,1,0
46104,11,0,1,1
35334,16,0,0,1
10909,4,0,0,0
19225,20,0,1,0
40288,14,0,0,1
4732,17,1,1,0
49466,19,0,1,1
38665,12,0,0,1
4404,19,1,0,0
35353,6,1,0,0
19904,20,1,0,0
14798,15,1,0,0
49923,7,0,1,0
27547,8,0,0,0
19428,13,1,1,0
37385,1,1,0,0
43958,6,0,0,0
716,18,1,1,0
16115,5,1,1,0
5419,19,1,0,0
32825,15,1,1,1
29805,7,0,0,0
38861,20,1,1,1
12827,20,1,1,0
16903,8,0,1,0
36223,13,0,1,1
46408,15,1,0,1
34369,13,1,0,1
45221,2,0,1,0
14629,8,1,0,0
8086,4,1,0,0
45811,8,1,0,0
36214,2,1,1,0
5176,10,0,0,0
8497,3,0,1,0
33920,5,0,0,0
19062,3,1,1,0
21224,12,1,1,1
49038,8,0,1,0
17685,18,1,1,0
37878,18,0,0,1
25198,12,0,0,1
29519,19,1,0,1
1099,17,0,0,0
38394,5,1,1,0
6741,13,0,0,0
48247,14,1,1,1
24060,19,1,0,1
374,16,0,0,0
14453,6,0,1,0
42448,20,0,0,1
38503,9,1,1,0
47954,14,1,1,1
1959,19,0,0,0
33455,14,1,0,1
33233,1,0,0,0
23112,2,0,0,0
17730,14,1,0,0
24258,7,1,1,0
34232,15,0,1,1
47946,16,0,0,1
43644,20,1,0,1
15552,11,0,0,0
11235,7,0,1,0
16823,14,0,0,0
857,2,0,0,0
12696,20,0,1,0
24579,6,0,0,0
21293,4,1,1,0
37526,7,0,1,0
4580,3,1,1,0
17323,17,0,0,0
36996,7,0,0,0
19857,20,0,0,0
11767,14,1,0,0
18520,3,0,1,0
30078,5,0,0,0
35924,20,0,1,1
24644,6,1,0,0
24243,1,1,1,0
26562,20,1,0,1
26039,8,1,1,0
43047,5,0,1,0
30979,15,0,1,1
16067,9,1,0,0
33129,11,0,0,1
36313,4,0,1,0
36862,20,1,0,1
45231,6,0,1,0
36508,4,0,1,0
41398,9,0,0,0
39149,20,1,0,1
38188,14,1,0,1
9928,7,1,0,0
14019,13,0,1,0
27175,9,0,1,0
28723,14,1,0,1
36581,13,1,0,1
33013,4,0,0,0
13047,16,0,0,0
11205,15,1,1,0
26041,3,0,0,0
26609,9,0,1,0
21084,10,1,0,0
43683,1,1,0,0
48248,3,1,1,0
28645,11,1,0,1
20643,6,0,0,0
37168,1,0,1,0
48265,9,1,1,0
25261,19,0,0,1
4686,9,1,1,0
37306,17,1,0,1
2058,5,0,1,0
47025,8,1,1,0
6716,6,0,0,0
15268,4,0,0,0
12028,18,0,1,0
39646,1,1,1,0
10091,16,1,1,0
16902,3,0,1,0
42289,15,1,0,1
16161,6,0,1,0
15396,18,0,0,0
2104,11,1,0,0
18683,13,1,1,0
44363,13,0,1,1
19874,2,1,1,0
28630,9,0,1,0
37687,17,0,1,1
25575,9,1,1,0
49328,17,1,0,1
13264,6,1,0,0
9942,2,0,1,0
34909,20,0,1,1
22140,16,1,0,1
21584,3,0,0,0
23084,19,0,1,1
29321,15,1,0,1
39020,11,1,0,1
26050,2,1,0,0
27019,3,1,0,0
29589,2,1,0,0
10507,11,0,0,0
18563,16,1,1,0
36844,19,1,0,1
25432,2,1,0,0
19169,15,0,0,0
34295,6,0,0,0
45187,15,1,0,1
26103,20,0,1,1
43003,8,1,0,0
5805,10,1,1,0
43468,8,0,0,0
25275,16,1,0,1
4793,3,0,0,0
1112,11,0,0,0
8194,18,1,0,0
19595,14,1,1,0
39491,1,1,0,0
45318,17,0,1,1
8412,10,1,1,0
2597,8,1,0,0
29584,19,1,0,1
27573,10,1,0,0
28559,10,0,0,0
4921,14,1,1,0
33186,10,1,0,0
1050,8,0,1,0
2142,8,0,0,0
14193,3,1,1,0
4108,20,0,0,0
21548,9,1,0,0
38917,20,0,1,1
44638,19,0,0,1
11524,15,1,1,0
21883,12,1,0,1
30935,7,1,1,0
3067,15,0,0,0
38248,10,1,0,0
14440,17,1,0,0
37061,14,0,1,1
47113,1,0,1,0
11446,13,0,1,0
48597,9,0,1,0
29070,16,1,1,1
42701,13,1,1,1
29374,13,1,1,1
29687,15,0,0,1
33320,12,1,0,1
49157,16,0,0,1
40640,10,1,1,0
33201,16,0,1,1
42956,6,1,1,0
49918,11,0,1,1
9031,7,1,1,0
26672,2,1,0,0
31702,17,0,1,1
39600,7,0,1,0
7721,2,0,0,0
9299,13,1,0,0
36737,19,0,0,1
41097,1,1,1,0
23364,15,1,1,1
17470,17,0,1,0
14850,14,0,1,0
15327,9,0,0,0
47153,19,1,0,1
5351,10,0,0,0
37973,6,0,1,0
34346,12,0,0,1
41391,16,0,0,1
19720,11,1,1,0
28727,7,1,0,0
38817,6,0,1,0
25827,11,0,0,1
37160,15,1,1,1
43664,1,0,1,0
39477,2,0,1,0
49620,7,1,1,0
33464,17,1,1,1
44439,7,0,1,0
14706,9,0,0,0
13347,11,1,0,0
28534,2,0,0,0
688,1,1,0,0
7624,10,0,0,0
25967,2,1,1,0
674,17,0,0,0
6024,10,0,1,0
7551,4,1,1,0
519,2,1,1,0
34543,13,1,0,1
16519,18,0,0,0
25133,14,0,1,1
14381,11,1,0,0
46540,9,1,1,0
3213,10,1,0,0
1847,20,1,1,0
33079,5,1,1,0
23880,14,0,0,1
26100,20,1,1,1
40194,1,1,1,0
48161,18,1,1,1
13446,7,0,1,0
33585,6,1,1,0
36554,19,1,0,1
47898,12,1,0,1
41477,4,0,0,0
11638,1,1,1,0
13183,8,0,0,0
46857,9,1,0,0
38180,4,1,0,0
14798,8,0,0,0
31251,16,1,1,1
39878,12,1,0,1
23434,17,0,1,1
12410,5,1,1,0
49417,2,0,1,0
25023,20,1,1,1
3784,3,0,0,0
43505,12,0,1,1
32405,17,0,0,1
36882,10,1,1,0
144,6,0,0,0
13083,2,1,0,0
37112,1,0,0,0
25694,15,0,0,1
22843,1,0,0,0
13946,10,0,1,0
5950,7,1,0,0
14298,13,0,1,0
44542,19,0,0,1
31156,5,1,0,0
42323,10,1,0,0
18860,9,1,1,0
37851,17,1,1,1
16626,8,0,0,0
15079,1,0,0,0
38565,8,0,0,0
21604,9,1,1,0
16517,19,0,1,0
3674,7,0,1,0
19460,20,1,1,0
31588,16,1,1,1
4041,2,1,0,0
14806,6,0,1,0
17858,11,1,1,0
46568,20,1,1,1
117,7,1,1,0
49774,13,1,0,1
10040,3,1,0,0
15184,10,1,0,0
43435,19,0,0,1
19864,12,0,1,0
34559,15,1,0,1
27203,1,1,0,0
28686,15,0,1,1
3116,3,1,1,0
45148,11,1,1,1
34160,12,0,1,1
47689,2,1,0,0
2312,15,0,1,0
9506,15,0,0,0
7041,2,1,1,0
14629,9,1,0,0
29154,15,0,1,1
41348,20,0,0,1
42582,5,0,1,0
8847,6,1,1,0
39842,3,0,0,0
48048,6,1,0,0
45366,1,0,0,0
40885,7,0,1,0
33418,16,0,1,1
24639,7,0,1,0
27171,13,1,0,1
2152,2,0,1,0
22437,5,0,1,0
18503,6,0,1,0
27527,2,0,0,0
8482,5,0,0,0
46034,6,1,1,0
40208,12,1,0,1
13228,12,0,0,0
11906,19,1,0,0
1677,3,1,1,0
5969,3,1,0,0
15927,10,1,0,0
34611,18,1,0,1
35352,18,1,1,1
35112,17,1,1,1
310,10,0,1,0
14277,8,1,1,0
28209,8,0,0,0
1848,19,1,1,0
2660,20,1,1,0
43989,1,0,1,0
40101,3,1,0,0
36252,12,0,0,1
33020,3,0,0,0
20733,11,1,0,1
46194,11,1,1,1
27648,19,0,0,1
445,16,0,1,0
7632,5,0,1,0
28177,19,0,1,1
36826,13,0,1,1
15706,12,0,0,0
35349,8,1,0,0
10553,19,1,0,0
30725,15,0,1,1
36057,1,0,0,0
30241,13,0,1,1
9568,10,1,1,0
29070,5,0,1,0
42371,15,1,0,1
41378,18,1,0,1
16385,16,0,0,0
10788,6,0,1,0
40661,17,1,1,1
19569,13,1,1,0
20987,18,0,0,1
29846,7,1,1,0
6334,20,1,0,0
22013,16,1,1,1
11594,17,1,0,0
33071,16,0,0,1
6445,2,1,1,0
16445,9,0,1,0
3004,18,0,0,0
13678,7,1,0,0
43210,18,0,1,1
28686,19,1,0,1
37725,1,0,0,0
24669,20,1,1,1
28842,19,1,1,1
39660,5,0,0,0
49971,8,1,0,0
5870,16,1,1,0
22816,11,0,0,1
38122,15,1,1,1
32155,15,1,1,1
6237,10,1,0,0
8446,17,0,0,0
28392,5,0,0,0
30670,14,0,1,1
47733,13,0,1,1
5041,15,1,1,0
46294,4,0,1,0
27916,10,0,1,0
25946,5,0,0,0
25552,5,1,1,0
47683,9,0,1,0
4192,6,1,1,0
34824,17,0,1,1
45028,14,1,1,1
9430,19,0,1,0
9233,6,0,0,0
2754,6,0,0,0
8979,8,1,0,0
25586,20,1,1,1
27002,6,1,0,0
20533,16,0,1,1
16985,6,0,1,0
9639,13,0,0,0
36134,7,1,0,0
138,19,1,0,0
23942,8,0,1,0
38147,11,1,0,1
37076,9,0,0,0
36946,10,1,0,0
10261,11,0,0,0
34428,19,0,1,1
11473,15,0,0,0
21231,18,0,1,1
33145,18,0,1,1
10736,4,1,1,0
45181,3,1,0,0
33712,16,0,1,1
9153,20,1,0,0
42532,4,1,0,0
21570,19,1,0,1
40482,8,0,0,0
35580,12,1,1,1
31270,11,1,1,1
31555,1,1,1,0
2705,18,0,1,0
8681,11,0,1,0
48122,15,1,0,1
11755,11,0,0,0
32390,12,0,1,1
39899,16,1,1,1
49677,7,0,0,0
46560,20,0,0,1
8285,20,0,1,0
7280,20,1,1,0
5306,5,1,0,0
22378,12,0,1,1
25282,19,1,0,1
28681,1,0,0,0
6001,8,1,0,0
49941,10,0,0,0
24549,7,0,0,0
35498,6,1,1,0
48156,20,1,0,1
46622,14,0,1,1
44505,13,0,1,1
37657,17,0,1,1
48122,17,1,0,1
9154,20,1,0,0
32692,9,1,0,0
6962,15,1,1,0
18296,18,1,0,0
29289,19,1,1,1
19128,5,1,0,0
2989,13,0,0,0
49168,11,1,0,1
18550,15,0,1,0
6798,5,0,1,0
8733,17,0,0,0
33187,2,0,0,0
45504,3,1,0,0
16708,2,0,0,0
38454,17,1,1,1
27118,20,1,0,1
14344,12,0,1,0
13955,4,1,1,0
28934,14,1,0,1
21722,20,1,0,1
199,8,1,1,0
17678,14,1,1,0
11317,19,1,0,0
16654,11,0,0,0
6224,5,0,0,0
11131,16,0,0,0
17738,15,0,1,0
5602,2,1,1,0
2062,10,0,1,0
25373,9,1,0,0
48740,13,0,1,1
18305,16,0,0,0
46812,3,0,0,0
9890,20,1,1,0
49743,3,1,0,0
22876,17,1,1,1
3626,2,0,1,0
12784,16,1,0,0
27316,10,1,0,0
39961,10,0,0,0
3532,7,0,0,0
36452,11,0,1,1
48261,8,0,0,0
21937,7,0,1,0
18588,9,0,0,0
5883,5,0,1,0
34423,17,1,0,1
27147,14,1,1,1
12627,19,1,0,0
37619,17,1,0,1
10711,11,1,1,0
27016,12,1,1,1
43678,8,0,0,0
39434,20,0,0,1
3280,11,0,0,0
35763,18,0,1,1
20783,20,1,1,1
1158,1,1,1,0
31175,10,1,0,0
6693,20,0,1,0
37025,3,0,1,0
33540,16,0,0,1
14452,13,1,0,0
5482,18,1,0,0
24919,9,1,0,0
21805,16,1,0,1
42416,19,0,0,1
34160,9,1,0,0
41905,4,1,0,0
9639,12,0,1,0
9957,14,1,0,0
10613,5,1,0,0
45244,11,1,1,1
13932,19,0,1,0
41984,19,0,0,1
33484,5,0,0,0
21092,11,0,0,1
27380,2,1,0,0
16955,16,0,0,0
2826,18,0,0,0
23502,19,1,0,1
27208,3,1,1,0
3388,15,1,0,0
15810,7,1,1,0
29061,20,0,1,1
18995,14,1,0,0
17743,14,1,1,0
15660,11,1,0,0
21776,11,1,1,1
19480,15,0,1,0
19471,7,1,1,0
33131,18,0,1,1
13823,2,0,1,0
7428,6,1,1,0
1740,11,0,1,0
38211,9,1,1,0
40999,8,1,1,0
9322,18,1,0,0
4073,7,0,0,0
35920,17,1,0,1
33539,3,0,0,0
19123,10,0,0,0
18187,2,0,1,0
3157,15,0,0,0
9980,5,0,0,0
20747,8,0,1,0
5925,5,1,0,0
366,12,0,1,0
198,19,0,1,0
40116,19,1,0,1
41525,7,0,1,0
15278,3,0,0,0
7663,10,1,1,0
49523,16,1,0,1
33039,5,0,1,0
15105,14,1,0,0
45803,8,1,0,0
31954,17,1,0,1
16461,7,1,1,0
12920,19,1,1,0
6475,7,1,1,0
206,19,1,1,0
37959,11,1,0,1
36462,1,1,0,0
33105,8,0,0,0
13608,6,1,1,0
21478,10,0,1,0
12255,16,0,0,0
22151,12,0,1,1
44384,16,0,0,1
18716,12,0,0,0
48611,7,1,1,0
29584,9,0,0,0
6682,12,0,0,0
31431,6,1,1,0
15861,8,0,0,0
48731,9,1,0,0
41528,11,0,0,1
33922,16,1,1,1
28420,14,1,0,1
2365,1,1,0,0
47734,16,1,1,1
42986,7,1,1,0
47215,13,1,1,1
42065,20,1,1,1
972,11,0,1,0
20940,12,0,1,1
23651,13,0,1,1
22254,12,0,1,1
2954,7,1,1,0
32038,3,1,1,0
15426,1,1,1,0
18700,7,1,0,0
6412,14,1,0,0
27372,7,1,1,0
29188,10,1,0,0
37725,9,0,0,0
31966,8,1,1,0
7487,4,0,1,0
35956,15,0,0,1
32440,16,1,1,1
27074,7,0,1,0
13240,17,1,0,0
6987,2,0,0,0
21560,7,0,0,0
29255,6,1,0,0
15885,12,1,1,0
3390,15,1,1,0
42329,5,0,0,0
8325,9,0,1,0
33267,20,1,0,1
2294,6,1,1,0
12835,2,1,1,0
5379,10,0,1,0
41508,6,1,0,0
29785,3,1,0,0
25807,6,1,0,0
25012,13,1,1,1
31110,18,1,1,1
46193,5,1,1,0
29703,13,0,0,1
25546,18,0,0,1
6962,10,0,0,0
37816,6,1,1,0
37771,9,1,0,0
43495,9,0,1,0
906,11,0,1,0
35039,14,1,1,1
31954,16,0,1,1
30729,11,0,1,1
27733,10,1,1,0
4536,20,0,1,0
41024,20,1,0,1
10326,3,0,0,0
7829,2,1,0,0
15331,8,0,0,0
1660,6,1,0,0
2378,12,1,1,0
43013,14,0,1,1
2886,1,0,0,0
43964,7,1,0,0
16661,11,1,1,0
15653,8,0,0,0
12251,18,1,1,0
30807,2,1,1,0
276,11,1,0,0
49188,3,0,1,0
2041,7,0,1,0
3003,10,1,1,0
43514,9,0,1,0
9798,15,1,1,0
25123,12,0,0,1
42553,9,1,0,0
8193,7,0,1,0
5173,3,1,1,0
43763,3,1,0,0
45881,5,1,0,0
7019,8,1,1,0
12691,7,0,0,0
14306,3,1,0,0
34535,12,1,1,1
22287,10,0,0,0
1931,18,0,0,0
12524,17,1,0,0
12016,4,1,0,0
14549,6,1,0,0
41112,4,0,1,0
27604,5,0,0,0
45617,17,1,0,1
2402,9,0,0,0
11756,2,1,1,0
24904,2,0,0,0
32006,6,0,1,0
22422,19,1,1,1
33742,15,1,0,1
6283,10,1,1,0
36826,5,1,0,0
14311,17,1,0,0
46003,20,1,1,1
10207,3,1,0,0
45652,11,1,1,1
18631,17,0,1,0
19922,9,1,1,0
21468,1,1,0,0
33254,19,1,1,1
31192,4,0,1,0
44767,2,0,1,0
48410,20,0,1,1
21786,16,0,0,1
434,13,0,1,0
24242,15,1,1,1
45272,15,0,1,1
16112,13,1,0,0
33433,16,1,0,1
9800,4,1,0,0
27241,14,1,1,1
46543,3,1,1,0
26081,20,1,0,1
3700,20,0,1,0
8472,1,0,0,0
41141,6,1,1,0
40846,17,1,1,1
20615,2,1,0,0
14536,8,1,0,0
29082,8,1,1,0
36633,3,1,0,0
20885,15,0,1,1
1649,7,1,1,0
47707,16,0,1,1
8406,13,1,1,0
27597,1,1,1,0
18589,18,1,0,0
3095,8,0,1,0
2669,16,0,1,0
7582,13,1,0,0
37076,12,0,0,1
19343,15,0,0,0
31869,19,1,0,1
31098,6,0,0,0
23892,13,0,1,1
16681,12,0,0,0
11263,19,0,1,0
24573,18,1,0,1
10495,20,0,1,0
49312,2,1,1,0
41366,11,0,1,1
4582,5,0,1,0
27461,14,1,1,1
1693,13,0,1,0
18987,13,1,1,0
516,11,0,0,0
43133,11,1,1,1
31575,20,0,0,1
25090,16,0,0,1
35847,10,0,0,0
42056,10,0,0,0
12830,5,1,1,0
31620,19,0,0,1
2831,13,1,0,0
5403,16,1,1,0
14157,10,1,0,0
35212,13,1,1,1
4357,16,0,1,0
35867,2,0,1,0
12259,17,0,1,0
24700,19,1,1,1
49129,1,1,1,0
27656,15,0,0,1
14001,20,0,1,0
6109,16,1,0,0
25596,11,1,0,1
13944,17,0,1,0
34605,9,0,0,0
31963,13,1,0,1
44670,4,1,0,0
4354,17,0,1,0
18582,4,1,0,0
7797,1,1,0,0
25713,18,0,1,1
38245,3,0,1,0
37871,17,1,0,1
19892,9,0,0,0
46941,16,1,1,1
10418,1,0,1,0
22380,3,1,0,0
16480,5,1,0,0
44337,11,1,1,1
27420,17,1,1,1
42108,13,1,0,1
27914,3,0,1,0
41361,3,0,0,0
20400,20,0,0,1
21876,20,0,0,1
47088,11,0,0,1
15046,11,0,1,0
16940,10,1,0,0
33611,11,1,1,1
35999,7,0,0,0
44453,8,0,0,0
47406,18,0,0,1
30551,20,1,0,1
12638,18,1,1,0
48589,12,1,1,1
552,18,1,0,0
41656,10,1,0,0
13705,15,1,1,0
12042,15,1,1,0
32237,16,0,0,1
19315,15,0,1,0
45769,13,0,1,1
11928,3,1,1,0
33909,1,1,1,0
41203,4,0,1,0
40561,6,1,1,0
15815,7,1,0,0
39616,10,0,1,0
484,18,1,0,0
30306,3,0,1,0
15543,8,0,0,0
17138,10,1,0,0
3120,18,0,1,0
16099,1,0,1,0
45440,18,1,0,1
26516,5,0,0,0
49840,10,0,0,0
33318,7,1,1,0
10903,4,1,0,0
17403,16,1,1,0
11082,10,1,1,0
8122,11,1,1,0
2694,4,1,1,0
14465,8,0,1,0
39945,20,1,0,1
46408,1,1,0,0
19746,18,1,0,0
38080,20,1,1,1
48530,5,0,0,0
21693,8,1,1,0
32958,12,0,0,1
13735,4,0,0,0
11169,15,0,1,0
21078,1,0,0,0
30315,15,0,1,1
15005,17,1,1,0
22060,9,0,1,0
40970,8,0,1,0
8777,9,1,1,0
1923,7,1,0,0
43991,19,0,1,1
37680,11,1,1,1
48216,16,0,1,1
28525,9,1,1,0
17473,2,1,1,0
21906,9,1,0,0
5204,7,1,1,0
31943,19,0,0,1
47977,11,0,0,1
38043,15,1,0,1
3757,5,0,1,0
3519,11,0,1,0
34667,13,1,1,1
6852,11,1,0,0
17212,2,0,0,0
31903,20,1,0,1
48260,8,0,1,0
27126,11,1,1,1
33009,20,0,1,1
17274,18,0,0,0
42163,13,1,1,1
27412,18,1,1,1
7369,9,0,0,0
26733,13,1,0,1
41949,20,0,0,1
44958,19,1,1,1
972,13,1,0,0
453,9,0,0,0
23232,1,0,1,0
5985,14,1,1,0
4721,5,1,0,0
2927,9,1,0,0
29610,9,1,1,0
14638,20,1,1,0
44173,17,0,1,1
21894,12,0,1,1
18790,16,0,0,0
3841,17,1,0,0
45150,14,0,0,1
47084,18,1,1,1
48282,1,1,1,0
30985,13,1,0,1
36350,12,0,1,1
3411,14,1,0,0
21624,16,1,0,1
4735,1,1,1,0
30632,18,0,1,1
35444,15,0,1,1
39992,14,1,1,1
26595,15,1,1,1
30149,13,0,0,1
31250,10,1,0,0
2047,16,0,1,0
19269,12,0,1,0
15235,8,0,1,0
28900,11,1,1,1
5227,17,0,1,0
43116,4,0,1,0
49623,18,0,0,1
21898,9,0,0,0
49462,20,0,1,1
46088,20,1,1,1
16951,1,0,1,0
46965,19,1,1,1
15467,19,1,1,0
18471,9,1,0,0
2868,7,0,0,0
9150,1,1,1,0
4173,1,0,1,0
32013,2,1,1,0
31388,19,1,0,1
3979,14,0,0,0
31339,18,1,1,1
36787,3,1,0,0
8165,15,1,1,0
36486,10,1,0,0
45704,16,0,1,1
3724,2,1,1,0
40835,4,1,0,0
16510,13,0,1,0
24334,5,0,1,0
14973,6,1,1,0
8295,5,0,0,0
28975,15,0,0,1
40843,18,1,0,1
18048,17,1,0,0
17353,1,1,1,0
49740,2,0,1,0
26074,14,1,1,1
27860,20,1,0,1
43276,19,0,1,1
47791,15,1,1,1
21787,15,1,1,1
19255,5,0,1,0
8776,2,1,0,0
38382,4,1,1,0
43558,14,0,1,1
49965,19,1,0,1
49863,16,1,0,1
47680,5,1,1,0
15620,11,1,0,0
38304,1,1,1,0
31296,7,0,0,0
13930,12,0,0,0
44850,1,0,1,0
36700,10,1,0,0
17022,17,0,1,0
861,16,0,1,0
43604,3,0,1,0
30404,8,0,0,0
39418,19,0,0,1
25342,9,0,1,0
47648,15,1,1,1
9238,12,1,0,0
8019,1,0,1,0
30293,10,0,1,0
20852,14,1,0,1
13761,12,0,0,0
30768,4,1,0,0
8765,3,0,0,0
38223,9,1,0,0
11840,3,1,1,0
12680,17,0,1,0
18650,18,1,0,0
44405,8,0,0,0
38933,7,1,0,0
7241,15,0,0,0
29677,1,1,1,0
20343,20,0,0,1
33116,17,0,1,1
27980,20,1,0,1
45282,9,0,1,0
33894,19,1,0,1
33192,11,0,1,1
29256,11,0,0,1
9814,14,0,0,0
33351,14,0,1,1
22099,13,0,1,1
32745,15,1,0,1
3143,5,0,0,0
27588,8,1,0,0
1215,19,1,0,0
27395,19,0,1,1
1197,20,0,0,0
44547,14,0,1,1
41892,16,0,0,1
8533,1,0,0,0
29465,2,1,1,0
44703,12,0,0,1
41475,15,0,0,1
27278,6,0,0,0
